Unique ID,Product Code,Subproduct Code,Product Name,Description,materials,Size (imp),Size (met),Power,Trade Price,RRP,Category,Range,ImageName,ThumbImageURL,ViewImageURL,Hi-Res URL,Stock,StockLevel,MPN,Manufacturer,IsMan,IsWoman,IsLingerie,IsCouples,IsFetish,IsGayMale,IsGayFemale
N8942 NS6157,N8942,NS6157,"Doc Johnson Velvet Touch Slim Vibe - Purple","Give yourself the Velvet touch! These classically styled 6.5” vibrators feature an incredibly smooth texture, like the velvet they’re named for. The base has a simple dial control that lets you vary the vibration speed to customize your perfect amount of stimulation. These Slim Velvet Touch Vibes are also super-powerful yet quiet. Customers can even take the Velvet Touch Slim Vibe into the tub or shower, because it's totally waterproof for wet fun. Takes 2 AA batteries.","ABS","Total: 6.6&quot;- Insertable 5.7&quot; x.8&quot;","Total: 16.8cm- Insertable: 14.5cm x 2cm","AA size batteries x 2",7.68,21.99,Classic Vibrators,Vibrators,"n8942-doc_johnson_velvet_touch_slim_vibe","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8942-doc_johnson_velvet_touch_slim_vibe.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8942-doc_johnson_velvet_touch_slim_vibe.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8942-doc_johnson_velvet_touch_slim_vibe.jpg","In Stock",12,"0340-11-BX","Doc Johnson",0,-1,0,-1,0,0,-1
N8942 NS6158,N8942,NS6158,"Doc Johnson Velvet Touch Slim Vibe - Pink","Give yourself the Velvet touch! These classically styled 6.5” vibrators feature an incredibly smooth texture, like the velvet they’re named for. The base has a simple dial control that lets you vary the vibration speed to customize your perfect amount of stimulation. These Slim Velvet Touch Vibes are also super-powerful yet quiet. Customers can even take the Velvet Touch Slim Vibe into the tub or shower, because it's totally waterproof for wet fun. Takes 2 AA batteries.","ABS","Total: 6.6&quot;- Insertable 5.7&quot; x.8&quot;","Total: 16.8cm- Insertable: 14.5cm x 2cm","AA size batteries x 2",7.68,21.99,Classic Vibrators,Vibrators,"n8942-doc_johnson_velvet_touch_slim_vibe","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8942-doc_johnson_velvet_touch_slim_vibe.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8942-doc_johnson_velvet_touch_slim_vibe.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8942-doc_johnson_velvet_touch_slim_vibe.jpg","In Stock",12,"0340-10-BX","Doc Johnson",0,-1,0,-1,0,0,-1
N8943,N8943,,"Titanmen Double Tunnel Pleasure Stroker","Doc Johnson's TitanMen Tunnel is an extra-long double-ended pleasure stroker, made from our ultra-realistic UR3 material. Soft and stretchy, our TitanMen Tunnel features a 12” shaft with a revolutionary design — each end of this stroker features a unique texture. You can choose from intense ribbing on one side or soft massage beads on the other; you can even have a partner join in for some double-team action! Designed with multiple ergonomic hand grips, and made from non-phthalate, body-safe TPE material, including our antibacterial Sil-A-Gel formula, this item is proudly made in America.","UR3","Usable Length 12&quot; x 2&quot;","Usable Length 30.5cm x 5.1cm","None Required",11.46,33.99,Masturbators,Toys For Him,"n8943-titanmen_double_tunnel_pleasure_stroker","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8943-titanmen_double_tunnel_pleasure_stroker.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8943-titanmen_double_tunnel_pleasure_stroker.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8943-titanmen_double_tunnel_pleasure_stroker.jpg","In Stock",6,"3600-04-CD","Doc Johnson",0,0,0,0,-1,-1,0
N8944,N8944,,"Titanmen Man Tube","Doc Johnson's TitanMen Man Tube is an extra-long pleasure stroker, made from our ultra-realistic UR3 material. Soft, stretchy, and featuring stimulating massage beads on the inside cavity, the TitanMen Man Tube has an 8.5” internal shaft, making it perfect for those who like deep-penetration. Designed with multiple ergonomic hand grips, and made from non-phthalate, body-safe TPE material, including our antibacterial Sil-A-Gel formula. This item is proudly made in America","UR3","8.5&quot; x 2.5&quot;","21.6cm x 6.35cm","None Required",9.78,27.99,Masturbators,Toys For Him,"n8944-titanmen_man_tube","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8944-titanmen_man_tube.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8944-titanmen_man_tube.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8944-titanmen_man_tube.jpg","In Stock",1,"3600-02-BX","Doc Johnson",-1,0,0,0,0,-1,0
N8945,N8945,,"Black Rose Spank & Soothe Erotic Creams","Experience the softer side of spanking with this naughty addition to our luxurious Black Rose collection. The Spank and Soothe kit contains two extravagantly thick creams—one provides a pleasurable tingling sensation as you’re getting spanked, and the other cools and soothes your skin afterwards. Both the Spank and the Soothe cream have a delectable passion fruit scent that everyone will appreciate. You’ll be begging for more!

Spank Cream ingredients:

Propylene Glycol, Glycerin, Zea Mays (Corn) Starch, Sorbitan Oleate, Polyacrylamide, Isopropyl Palmitate, Polysorbate 20, Zingiber Officinale (Ginger) Root Extract, Piper Nigrum (Pepper) Resin, Cinnamonum Cassia Resin, Capsicum Frutescens Resin, Capsicum Annuum Resin, C13-14 Isoparaffin, Laureth-7, Butylene Glycol, Frangrance (Parfum), Water (Aqua), Citric Acid, Sodum Benzoate, Potassium Sorbate, Red 33 (17200)

Soothe Cream ingredients:

Water (Aqua), Propanediol, Glycerin, Polyarylamide, Pentylene Glycol, Sodium Polyacrylate, Panthenol, Aloe Barbadensis Leaf Juice, Sodium Hyaluronate, 4-t Butylchlohexanol, Chamomilla Recutita (Matricaria) Flower Extract, C13-14 Isoparaffin, PVM/MA Copolymer, Laureth-7, Fragrance (Parfum), Citric Acid, Diazolidinyl Urea, Sodium Benzoate, Potassium Sorbate","see description","2x 2 fl oz","2x 60ml","None Required",7.58,24.99,Creams and Sprays,Enhancers,"n8945-black_rose_spank_and_soothe_erotic_creams","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8945-black_rose_spank_and_soothe_erotic_creams.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8945-black_rose_spank_and_soothe_erotic_creams.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8945-black_rose_spank_and_soothe_erotic_creams.jpg","In Stock",5,"2301-50-BX","Doc Johnson",-1,-1,0,-1,-1,-1,-1
N8946 NS6159,N8946,NS6159,"Doc Johnson Vac-U-Lock Realistic Hung Dong - Brown","Doc Johnson's Hung is the newest addition to the Vac-U-Lock line. Appropriately named, it's 12.5&quot; of plump head, juicy balls, and bulging veins. 3&quot; thick and ready to fill you up, this big daddy is sure to satisfy the greatest of appetites. Non-phthalate, body-safe PVC. Proudly made in America.","PVC","12&quot; x 3&quot;","30cm x 7.6cm","None Required",24.18,71.99,Strap Ons,Dildos,"n8946-doc_johnson_vac_u_lock_realistic_hung_dong","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8946-doc_johnson_vac_u_lock_realistic_hung_dong.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8946-doc_johnson_vac_u_lock_realistic_hung_dong.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8946-doc_johnson_vac_u_lock_realistic_hung_dong.jpg","In Stock",4,"1015-28-BX","Doc Johnson",0,-1,0,-1,-1,-1,0
N8946 NS6160,N8946,NS6160,"Doc Johnson Vac-U-Lock Realistic Hung Dong - Flesh","Doc Johnson's Hung is the newest addition to the Vac-U-Lock line. Appropriately named, it's 12.5&quot; of plump head, juicy balls, and bulging veins. 3&quot; thick and ready to fill you up, this big daddy is sure to satisfy the greatest of appetites. Non-phthalate, body-safe PVC. Proudly made in America.","PVC","12&quot; x 3&quot;","30cm x 7.6cm","None Required",24.18,71.99,Strap Ons,Dildos,"n8946-doc_johnson_vac_u_lock_realistic_hung_dong","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8946-doc_johnson_vac_u_lock_realistic_hung_dong.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8946-doc_johnson_vac_u_lock_realistic_hung_dong.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8946-doc_johnson_vac_u_lock_realistic_hung_dong.jpg","In Stock",4,"1015-27-BX","Doc Johnson",0,-1,0,-1,-1,-1,0
N8947 NS6161,N8947,NS6161,"Doc Johnson Vac-U-Lock Realistic Cock - 6 Inch Brown","Take in all of this realistic cock Vac-U-Lock attachment. The bulging veins, plush balls, and hand painted detail will have you falling in love! Works with all Vac-U-Lock systems. Proudly Made in America. Non-phthalate, body-safe.","PVC","6&quot; x 5.2&quot;- 8.2&quot; x 6&quot;","151mm x 128mm- 200mm x 151mm","None Required",17.52,53.99,Strap Ons,Dildos,"n8947-doc_johnson_vac_u_lock_realistic_cock","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8947-doc_johnson_vac_u_lock_realistic_cock.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8947-doc_johnson_vac_u_lock_realistic_cock.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8947-doc_johnson_vac_u_lock_realistic_cock.jpg","In Stock",6,"1015-10-BX","Doc Johnson",0,-1,0,-1,-1,-1,0
N8947 NS6162,N8947,NS6162,"Doc Johnson Vac-U-Lock Realistic Cock - 8 Inch Brown","Take in all of this realistic cock Vac-U-Lock attachment. The bulging veins, plush balls, and hand painted detail will have you falling in love! Works with all Vac-U-Lock systems. Proudly Made in America. Non-phthalate, body-safe.","PVC","6&quot; x 5.2&quot;- 8.2&quot; x 6&quot;","151mm x 128mm- 200mm x 151mm","None Required",19.52,53.99,Strap Ons,Dildos,"n8947-doc_johnson_vac_u_lock_realistic_cock","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8947-doc_johnson_vac_u_lock_realistic_cock.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8947-doc_johnson_vac_u_lock_realistic_cock.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8947-doc_johnson_vac_u_lock_realistic_cock.jpg","In Stock",5,"1015-13-BX","Doc Johnson",0,-1,0,-1,-1,-1,0
N8948,N8948,,"Doc Johnson American Bombshell Bunker Buster Dildo","The Bunker Buster never leaves an orgasm behind! This enormous 10.7” dong is heavily ribbed for your pleasure. The thick head flares to a full 10” circumference before tapering to the 9” circumference shaft. The Bunker Buster features a suction cup base that allows you to secure it to almost any smooth, flat surface. Looking to play with the big boys? The Bunker Buster is for you! American Bombshell is proudly made in America.","PVC","Total: 10.7&quot;- Insertable: 9.7&quot;  x 3.2&quot;","Total: 27.2 cm- Insertable: 24.64cm x 8.1cm","None Required",19.4,55.99,Dildos & Dongs,Dildos,"n8948-doc_johnson_american_bombshell_bunker_buster_dildo","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8948-doc_johnson_american_bombshell_bunker_buster_dildo.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8948-doc_johnson_american_bombshell_bunker_buster_dildo.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8948-doc_johnson_american_bombshell_bunker_buster_dildo.jpg","In Stock",2,"0270-15-CD","Doc Johnson",0,-1,0,0,-1,-1,0
N8949,N8949,,"Doc Johnson American Bombshell Ballistic Dildo","The Ballistic packs a serious wallop! This magnificent 10.5” dong has a heavily veined shaft, bulbous head and thick, weighty balls. Every aspect of this enormous dong has been built for serious pleasure. The Ballistic features a suction cup base that allows you to secure it to almost any smooth, flat surface. Surrender to unyielding pleasure with the Ballistic. American Bombshell is proudly made in America.","PVC","Total: 10.8&quot;- Insertable: 9.9&quot; x 3.2&quot;","Total: 27.43cm- Insertable: 25.1cm x 8.1cm","None Required",24.26,69.99,Dildos & Dongs,Dildos,"n8949-doc_johnson_american_bombshell_ballistic_dildo","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8949-doc_johnson_american_bombshell_ballistic_dildo.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8949-doc_johnson_american_bombshell_ballistic_dildo.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8949-doc_johnson_american_bombshell_ballistic_dildo.jpg","In Stock",1,"0270-16-CD","Doc Johnson",0,-1,0,0,-1,-1,0
N8950 NS6163,N8950,NS6163,"Body & Soul Captivation Rotating Massager - Pink","Incredible rotating massager
3 rows of Silicone ticklers
3 powerful rotation speeds for waves of pleasure
Push button control with LED light
Silicone (ticklers) ABS with PU Cote/Metallic Plating (handle) TPE (button)","ABS/PU","2.5” x 1.75” (head)- 7.5” x 1.75” (overall)","6.25 cm x 4.5 cm (head)- 19 cm x 4.5 cm (overall)","AAA size batteries x 4",20.14,57.99,Clit Teasers,Toys For Her,"n8950-body_and_soul_captivation_rotating_massager","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8950-body_and_soul_captivation_rotating_massager.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8950-body_and_soul_captivation_rotating_massager.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8950-body_and_soul_captivation_rotating_massager.jpg","End of Line",12,"SE-2091-10-3","California Exotics",0,-1,0,-1,0,0,-1
N8951 NS6164,N8951,NS6164,"Adonis 10 Function Vibrating Stroker  - Smoke","Soft, tight, and stretchy stroker with removable vibrating bullet
10 functions of vibration, pulsation, and escalation
Push button controller with LED indicator and plug-in jack
Hold button for 3 seconds to turn off
Pleasure chamber with over 120 well placed ticklers
Ribbed exterior for a secure grip","TPR/ABS","5.5” x 2” (stroker)- 2” x 1” (bullet)","14 cm x 5 cm (stroker)- 5 cm x 2.5 cm (bullet)","AAA size batteries x 2",15.16,44.49,Masturbators,Toys For Him,"n8951-adonis_10_function_vibrating_stroker","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8951-adonis_10_function_vibrating_stroker.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8951-adonis_10_function_vibrating_stroker.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8951-adonis_10_function_vibrating_stroker.jpg","In Stock",6,"SE-0970-20-3","California Exotics",-1,0,0,0,0,-1,0
N8952 NS6165,N8952,NS6165,"Silicone Love Rider Beaded Dual Penetrator - Black","The perfect companion to accommodate double penetration
Comfortable erection and testicular support
Premium, solid, sturdy, unscented Silicone probe
Perfectly sized
Silicone","silicone","5.75” x 1”","14.5 cm x 2.5 cm","None Required",9.44,26.99,Sleeves & Rings,Toys For Him,"n8952-silicone_love_rider_beaded_dual_penetrator","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8952-silicone_love_rider_beaded_dual_penetrator.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8952-silicone_love_rider_beaded_dual_penetrator.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8952-silicone_love_rider_beaded_dual_penetrator.jpg","Out of Stock",0,"SE-1515-40-3","California Exotics",-1,-1,0,-1,-1,0,0
N8953 NS6166,N8953,NS6166,"Body & Soul Attraction 8 Function Vibe - Pink","Seamless, silky smooth massagers
Pleasing shapes for versatile use
Designer iridescent Satin Finish
8 powerful functions of vibration, pulsation, and escalation
Easy push button controller
Hold button for 3 seconds to turn off","ABS/PU","6” x 1.25”","15.25 cm x 3.25 cm","AAA size batteries x 2",9.3,26.99,Classic Vibrators,Vibrators,"n8953-body_and_soul_attraction_8_function_vibe","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8953-body_and_soul_attraction_8_function_vibe.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8953-body_and_soul_attraction_8_function_vibe.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8953-body_and_soul_attraction_8_function_vibe.jpg","In Stock",6,"SE-0535-44-3","California Exotics",0,-1,0,-1,0,0,-1
N8954 NS6167,N8954,NS6167,"Body & Soul Seduction 8 Function Vibe - Purple","Seamless, silky smooth massagers
Pleasing shapes for versatile use
Designer iridescent Satin Finish
8 powerful functions of vibration, pulsation, and escalation
Easy push button controller
Hold button for 3 seconds to turn off","ABS/PU","6” x 1.25”","152mm x 32mm","AAA size batteries x 2",9.3,26.99,Classic Vibrators,Vibrators,"n8954-body_and_soul_seduction_8_function_vibe","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8954-body_and_soul_seduction_8_function_vibe.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8954-body_and_soul_seduction_8_function_vibe.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8954-body_and_soul_seduction_8_function_vibe.jpg","In Stock",6,"SE-0535-40-3","California Exotics",0,-1,0,-1,0,0,-1
N8955 NS6168,N8955,NS6168,"Body & Soul Passion Heated Vibrating Bullet - Purple","Warms with infrared heat as it vibrates
Silky smooth standard sized bullet
2-speed
Incredibly powerful
Ergonomic battery pack with push button control","ABS/PU","5.75 cm x 2.5 cm","2.25” x 1”","AA size batteries x 2",8.64,24.99,Eggs & Rings,Toys For Her,"n8955-body_and_soul_passion_heated_vibrating_bullet","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8955-body_and_soul_passion_heated_vibrating_bullet.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8955-body_and_soul_passion_heated_vibrating_bullet.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8955-body_and_soul_passion_heated_vibrating_bullet.jpg","In Stock",1,"SE-0040-00-3 ","California Exotics",0,-1,0,-1,0,0,-1
N8956,N8956,,"Senso Pocket Penis Masturbator","Crystal clear, super-stretchy Pocket Penis for use as a masturbator or extension, Soft Senso (TPR),
Lubricant included","TPR","4.5” x 2.5”","11 cm x 6 cm","None Required",11.97,29.99,Masturbators,Toys For Him,"n8956-senso_pocket_penis_masturbator","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8956-senso_pocket_penis_masturbator.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8956-senso_pocket_penis_masturbator.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8956-senso_pocket_penis_masturbator.jpg","End of Line",27,"SE-0986-00-3","California Exotics",-1,0,0,-1,0,-1,0
